0,01gm
1,02U1
2,02WA
3,01CD
4,01ol
5,02Ig
6,01R9
7,021B
8,01XE
9,01GO
10,02cD
11,023m
12,01dn
13,012Z
14,023Z
15,01jK
16,02Yt
17,02Vl
18,02DX
19,01za
20,013S
21,01OX
22,01lb
23,029t
24,02lU
25,01U5
26,01jf
27,01Bb
28,02Uw
29,01QZ
30,031e
31,01QN
32,02XE
33,02AX
34,01rH
35,01A2
36,01g7
37,02dt
38,01DK
39,01oV
40,01M9
41,025V
42,02Xn
43,01he
44,01Vg
45,01Tq
46,01mH
47,01RS
48,01RG
49,029A
50,01GX
51,02yJ
52,02go
53,01xn
54,01pE
55,01I6
56,01mt
57,02mV
58,02yI
59,02VF
60,019X
61,01Hi
62,01tO
63,02rt
64,02FK
65,02nL
66,01ia
67,02b8
68,01JZ
69,01Nt
70,01sh
71,02r7
72,02EF
73,02Gn
74,02K8
75,023H
76,01t8
77,02SG
78,02yr
79,01nK
80,01Dc
81,02vA
82,02Is
83,02Zf
84,02Kr
85,026a
86,02uE
87,01R4
88,01ej
89,02IT
90,02fI
91,031q
92,019i
93,026C
94,01sO
95,02ko
96,01WV
97,02aI
98,02d3
99,01FC
100,014J
101,02fP
102,01hk
103,01Q7
104,01dK
105,01wv
106,01Jk
107,02l6
108,01VU
109,01a4
110,02tA
111,02Mn
112,02ew
113,0231
114,01cH
115,015D
116,01yw
117,01by
118,02rJ
119,01Jj
120,02Ny
121,02mI
122,02CD
123,01Os
124,01MD
125,01YR
126,02DU
127,01Wo
128,02Tb
129,01L2
130,027J
131,01LZ
132,0196
133,01bQ
134,02AD
135,01ul
136,023S
137,01An
138,01c2
139,012d
140,01TH
141,02dD
142,032B
143,02ld
144,02Wh
145,02U3
146,01Ss
147,015I
148,02lR
149,01r7
150,01bD
151,02Os
152,02rA
153,02yH
154,02sr
155,01Bt
156,01Ff
157,0176
158,01Xg
159,02Tw
160,01uE
161,01ES
162,02KG
163,02MH
164,01L7
165,02JA
166,02T6
167,01eE
168,02QZ
169,02yD
170,02TM
171,01Ie
172,01NO
173,017W
174,01eJ
175,01E2
176,02dT
177,01uW
178,02js
179,02ML
180,02Nn
181,01NE
182,01zC
183,01lE
184,02Hm
185,02A9
186,02cp
187,01mP
188,015K
189,02hv
190,01pR
191,01RD
192,01xM
193,01UV
194,02rT
195,02h8
196,02JW
197,02XY
198,01lR
199,01Xu
200,01tS
201,02yl
202,01og
203,02jg
204,01VL
205,02xd
206,02Qt
207,02kN
208,01qG
209,01SV
210,02d7
211,018K
212,02mA
213,01CM
214,02ti
215,02Pd
216,02Uy
217,02gv
218,01go
219,0214
220,02r6
221,013r
222,024A
223,01Oc
224,01oI
225,02lX
226,02pv
227,02ZK
228,02xF
229,02xC
230,02qX
231,02PS
232,019r
233,02YL
234,01jQ
235,02Lw
236,02jU
237,01kz
238,01up
239,01Tm
240,02Mk
241,01kc
242,02F5
243,01sx
244,01rv
245,01Xd
246,01De
247,01UT
248,01KT
249,01Es
250,01gH
251,01H5
252,01Qi
253,02G9
254,02US
255,02bo
256,02OZ
257,02nx
258,02zt
259,02FG
260,028c
261,02hl
262,02ey
263,01Jh
264,02EQ
265,01Fh
266,02TW
267,02gc
268,01Xc
269,01Oi
270,023u
271,01Ei
272,02Zk
273,026F
274,01KL
275,01xv
276,01Fx
277,02oe
278,02F6
279,02oY
280,02YA
281,0239
282,01wj
283,02LR
284,024H
285,02Rw
286,02Lm
287,02xO
288,01m5
289,01Ip
290,02wo
291,027r
292,026X
293,01Qb
294,019G
295,02RI
296,017d
297,01Ct
298,01O8
299,01Ao
300,01c8
301,02kH
302,019B
303,01cA
304,01xo
305,01iW
306,02YQ
307,02d8
308,02Ml
309,012V
310,01bt
311,02uo
